user_id,genero,intereses,edad_category
560,Prefiero no decir,Deportes,54-65
561,No Binario,Mascotas,30-41
562,Masculino,"Mascotas, Nutrición, Salud",30-41
563,Femenino,"Mascotas, Salud, Bienestar Mental",30-41
564,Femenino,"Salud, Bienestar Mental",18-29
565,No Binario,"Mascotas, Bienestar Mental",54-65
566,Prefiero no decir,"Familia, Desarrollo Personal",30-41
567,Prefiero no decir,Bienestar Mental,18-29
568,Masculino,"Bienestar Mental, Desarrollo Personal, Deportes",54-65
569,Prefiero no decir,"Nutrición, Familia, Desarrollo Personal",42-53
570,Prefiero no decir,"Desarrollo Personal, Familia",30-41
571,Prefiero no decir,"Deportes, Bienestar Mental, Mascotas",54-65
572,Prefiero no decir,Familia,54-65
573,No Binario,"Salud, Desarrollo Personal, Bienestar Mental",30-41
574,Prefiero no decir,"Deportes, Nutrición, Bienestar Mental",30-41
575,Masculino,"Salud, Deportes",42-53
576,No Binario,Desarrollo Personal,54-65
577,No Binario,"Desarrollo Personal, Familia, Bienestar Mental",54-65
578,Masculino,"Bienestar Mental, Salud, Familia",18-29
579,Masculino,Desarrollo Personal,30-41
580,Prefiero no decir,"Deportes, Salud, Nutrición",54-65
581,Masculino,Nutrición,54-65
582,No Binario,"Salud, Deportes",42-53
583,Prefiero no decir,Nutrición,42-53
584,Prefiero no decir,Desarrollo Personal,54-65
585,Femenino,"Salud, Bienestar Mental, Nutrición",42-53
586,Masculino,"Mascotas, Deportes, Salud",54-65
587,Masculino,"Familia, Bienestar Mental",18-29
588,No Binario,"Familia, Nutrición",18-29
589,Femenino,Deportes,30-41
590,Femenino,"Deportes, Mascotas",30-41
591,No Binario,"Mascotas, Desarrollo Personal",42-53
592,No Binario,"Desarrollo Personal, Mascotas",18-29
593,Prefiero no decir,"Nutrición, Bienestar Mental",54-65
594,Prefiero no decir,Deportes,42-53
595,No Binario,Familia,42-53
596,Prefiero no decir,"Bienestar Mental, Nutrición, Mascotas",54-65
597,Femenino,Desarrollo Personal,30-41
598,Masculino,"Desarrollo Personal, Salud",42-53
599,Prefiero no decir,Deportes,42-53
600,Masculino,"Desarrollo Personal, Familia, Bienestar Mental",18-29
601,Masculino,Familia,30-41
602,Prefiero no decir,Desarrollo Personal,54-65
603,Prefiero no decir,Nutrición,18-29
604,Masculino,"Salud, Deportes, Familia",18-29
605,Prefiero no decir,"Nutrición, Deportes, Bienestar Mental",30-41
606,Prefiero no decir,Familia,54-65
607,No Binario,"Desarrollo Personal, Deportes",30-41
608,Femenino,Desarrollo Personal,30-41
609,Prefiero no decir,Deportes,42-53
610,Femenino,"Deportes, Bienestar Mental, Mascotas",54-65
611,No Binario,Nutrición,42-53
612,No Binario,"Nutrición, Mascotas",30-41
613,Femenino,Salud,42-53
614,No Binario,"Mascotas, Deportes, Familia",54-65
615,Femenino,"Nutrición, Mascotas, Desarrollo Personal",18-29
616,Prefiero no decir,"Deportes, Familia, Bienestar Mental",30-41
617,Prefiero no decir,"Desarrollo Personal, Nutrición",18-29
618,Prefiero no decir,"Salud, Familia",42-53
619,Femenino,"Salud, Mascotas, Deportes",42-53
620,Femenino,Bienestar Mental,30-41
621,Masculino,"Familia, Nutrición, Desarrollo Personal",42-53
622,Prefiero no decir,"Bienestar Mental, Nutrición, Mascotas",54-65
623,Prefiero no decir,Deportes,42-53
624,Masculino,Deportes,30-41
625,Prefiero no decir,"Mascotas, Desarrollo Personal, Deportes",42-53
626,Femenino,"Nutrición, Mascotas, Familia",42-53
627,No Binario,"Salud, Familia",42-53
628,No Binario,Familia,42-53
629,Prefiero no decir,"Nutrición, Salud",54-65
630,Femenino,"Salud, Deportes",30-41
631,Femenino,"Mascotas, Nutrición",54-65
632,No Binario,Deportes,42-53
633,No Binario,Salud,42-53
634,Prefiero no decir,"Mascotas, Familia",42-53
635,Prefiero no decir,Familia,42-53
636,Femenino,"Salud, Desarrollo Personal",42-53
637,Prefiero no decir,"Familia, Deportes, Nutrición",18-29
638,Prefiero no decir,Familia,42-53
639,Masculino,Nutrición,54-65
640,No Binario,Familia,54-65
641,No Binario,Bienestar Mental,42-53
642,No Binario,"Familia, Salud, Bienestar Mental",30-41
643,Prefiero no decir,Familia,18-29
644,Prefiero no decir,"Deportes, Mascotas, Salud",54-65
645,Prefiero no decir,"Familia, Deportes, Nutrición",42-53
646,Masculino,"Nutrición, Salud, Mascotas",42-53
647,Femenino,Salud,42-53
648,Masculino,"Desarrollo Personal, Familia, Bienestar Mental",18-29
649,Masculino,"Nutrición, Desarrollo Personal",18-29
650,Femenino,"Familia, Salud, Bienestar Mental",54-65
651,Prefiero no decir,"Mascotas, Familia",30-41
652,No Binario,Salud,30-41
653,Masculino,"Bienestar Mental, Salud",54-65
654,Femenino,Desarrollo Personal,18-29
655,Femenino,"Desarrollo Personal, Bienestar Mental",54-65
656,No Binario,Salud,54-65
657,Femenino,"Familia, Salud, Nutrición",18-29
658,Masculino,"Salud, Deportes, Familia",42-53
659,Prefiero no decir,Desarrollo Personal,42-53
660,No Binario,"Nutrición, Familia, Mascotas",30-41
661,Prefiero no decir,"Deportes, Salud",30-41
662,Femenino,"Salud, Desarrollo Personal, Mascotas",30-41
663,Prefiero no decir,Familia,42-53
664,Prefiero no decir,"Familia, Salud",18-29
665,Prefiero no decir,Bienestar Mental,54-65
666,Prefiero no decir,"Mascotas, Salud",54-65
667,Prefiero no decir,Salud,30-41
668,Femenino,Salud,30-41
669,No Binario,"Bienestar Mental, Nutrición, Deportes",30-41
670,Femenino,"Familia, Desarrollo Personal",30-41
671,Femenino,"Salud, Nutrición",30-41
672,Femenino,"Deportes, Salud, Bienestar Mental",30-41
673,Prefiero no decir,Desarrollo Personal,30-41
674,Prefiero no decir,Salud,30-41
675,Prefiero no decir,Bienestar Mental,54-65
676,Femenino,Salud,18-29
677,Masculino,Familia,54-65
678,Femenino,"Mascotas, Salud",54-65
679,No Binario,"Familia, Deportes",42-53
680,Femenino,"Bienestar Mental, Deportes",18-29
681,Prefiero no decir,"Nutrición, Bienestar Mental",30-41
682,Femenino,"Desarrollo Personal, Deportes, Nutrición",42-53
683,No Binario,"Deportes, Bienestar Mental, Familia",54-65
684,Femenino,"Familia, Bienestar Mental, Salud",30-41
685,Prefiero no decir,"Nutrición, Familia",42-53
686,No Binario,"Mascotas, Bienestar Mental, Nutrición",18-29
687,Femenino,Desarrollo Personal,54-65
688,Masculino,"Mascotas, Bienestar Mental, Nutrición",42-53
689,Masculino,"Mascotas, Desarrollo Personal",30-41
690,Prefiero no decir,Deportes,18-29
691,No Binario,Deportes,42-53
692,Prefiero no decir,"Desarrollo Personal, Salud, Nutrición",42-53
693,Femenino,Familia,30-41
694,Prefiero no decir,Deportes,54-65
695,Masculino,"Nutrición, Mascotas, Salud",18-29
696,No Binario,"Deportes, Salud",18-29
697,No Binario,Nutrición,30-41
698,Femenino,"Familia, Deportes, Nutrición",18-29
699,Masculino,Mascotas,18-29
700,Femenino,"Nutrición, Deportes",54-65
701,Femenino,"Desarrollo Personal, Mascotas, Familia",30-41
702,Prefiero no decir,"Mascotas, Deportes, Bienestar Mental",18-29
703,Masculino,"Mascotas, Salud",42-53
704,No Binario,Nutrición,54-65
705,Femenino,Nutrición,30-41
706,Femenino,"Bienestar Mental, Salud, Mascotas",30-41
707,Femenino,"Salud, Bienestar Mental, Nutrición",54-65
708,Masculino,Bienestar Mental,42-53
709,Femenino,"Deportes, Salud, Desarrollo Personal",30-41
710,Femenino,"Familia, Deportes",30-41
711,Masculino,"Nutrición, Salud, Mascotas",54-65
712,Femenino,"Desarrollo Personal, Deportes",42-53
713,Femenino,"Deportes, Familia, Salud",18-29
714,Prefiero no decir,"Familia, Bienestar Mental, Mascotas",54-65
715,No Binario,Familia,18-29
716,Masculino,"Mascotas, Deportes",18-29
717,No Binario,"Nutrición, Bienestar Mental",42-53
718,No Binario,"Deportes, Salud, Familia",18-29
719,Prefiero no decir,Bienestar Mental,30-41
720,No Binario,Mascotas,18-29
721,Prefiero no decir,"Mascotas, Bienestar Mental, Nutrición",54-65
722,Prefiero no decir,"Salud, Bienestar Mental",42-53
723,Masculino,Deportes,54-65
724,Femenino,Nutrición,54-65
725,Femenino,"Mascotas, Desarrollo Personal, Salud",30-41
726,Femenino,"Mascotas, Desarrollo Personal",30-41
727,Masculino,"Familia, Deportes",18-29
728,No Binario,"Salud, Deportes, Nutrición",54-65
729,Masculino,"Nutrición, Desarrollo Personal, Familia",42-53
730,Femenino,"Deportes, Desarrollo Personal",30-41
731,Prefiero no decir,"Mascotas, Bienestar Mental, Deportes",18-29
732,No Binario,Deportes,54-65
733,Femenino,Salud,30-41
734,No Binario,"Familia, Salud, Bienestar Mental",18-29
735,No Binario,"Mascotas, Bienestar Mental, Salud",30-41
736,Masculino,"Familia, Salud",18-29
737,Femenino,Familia,30-41
738,No Binario,Deportes,18-29
739,No Binario,"Bienestar Mental, Deportes, Nutrición",54-65
740,Femenino,"Familia, Bienestar Mental",42-53
741,No Binario,"Familia, Nutrición, Deportes",18-29
742,Prefiero no decir,Deportes,54-65
743,No Binario,"Desarrollo Personal, Deportes",18-29
744,No Binario,"Familia, Desarrollo Personal, Mascotas",30-41
745,Masculino,Familia,30-41
746,Prefiero no decir,"Mascotas, Nutrición",42-53
747,Prefiero no decir,"Salud, Bienestar Mental, Nutrición",30-41
748,Masculino,"Mascotas, Salud",30-41
749,Prefiero no decir,"Bienestar Mental, Salud",30-41
750,No Binario,"Familia, Nutrición",30-41
751,Prefiero no decir,"Nutrición, Deportes, Familia",42-53
752,Prefiero no decir,Familia,30-41
753,Prefiero no decir,"Salud, Familia",30-41
754,No Binario,"Salud, Desarrollo Personal",30-41
755,Prefiero no decir,"Nutrición, Familia, Desarrollo Personal",54-65
756,No Binario,"Salud, Desarrollo Personal",30-41
757,Prefiero no decir,Mascotas,42-53
758,Masculino,Bienestar Mental,30-41
759,Masculino,"Familia, Salud, Desarrollo Personal",18-29
760,No Binario,"Salud, Desarrollo Personal, Nutrición",30-41
761,No Binario,"Mascotas, Bienestar Mental, Salud",18-29
762,No Binario,Familia,30-41
763,Prefiero no decir,"Salud, Mascotas, Deportes",18-29
764,Femenino,"Mascotas, Bienestar Mental",42-53
765,Prefiero no decir,"Nutrición, Mascotas",42-53
766,Masculino,"Salud, Nutrición, Familia",30-41
767,No Binario,"Bienestar Mental, Mascotas, Deportes",30-41
768,Prefiero no decir,Desarrollo Personal,18-29
769,Femenino,"Nutrición, Bienestar Mental, Desarrollo Personal",54-65
770,No Binario,Desarrollo Personal,54-65
771,No Binario,Familia,42-53
772,Masculino,"Deportes, Salud, Nutrición",42-53
773,Prefiero no decir,"Deportes, Desarrollo Personal, Salud",42-53
774,Masculino,"Bienestar Mental, Mascotas, Nutrición",30-41
775,Prefiero no decir,Deportes,42-53
776,Masculino,Familia,18-29
777,Prefiero no decir,Desarrollo Personal,30-41
778,Prefiero no decir,"Familia, Deportes",42-53
779,Masculino,"Deportes, Familia",42-53
780,Masculino,"Bienestar Mental, Mascotas, Desarrollo Personal",18-29
781,Prefiero no decir,Desarrollo Personal,54-65
782,Femenino,Familia,42-53
783,Prefiero no decir,"Nutrición, Bienestar Mental, Desarrollo Personal",54-65
784,Prefiero no decir,"Desarrollo Personal, Familia",42-53
785,Prefiero no decir,"Nutrición, Desarrollo Personal",30-41
786,Prefiero no decir,"Bienestar Mental, Deportes, Desarrollo Personal",54-65
787,Prefiero no decir,Familia,30-41
788,Masculino,Nutrición,18-29
789,No Binario,"Familia, Mascotas",42-53
790,No Binario,"Familia, Bienestar Mental",30-41
791,Prefiero no decir,Nutrición,54-65
792,Masculino,"Familia, Salud",30-41
793,No Binario,"Mascotas, Familia",30-41
794,Femenino,"Familia, Mascotas, Nutrición",30-41
795,Femenino,Salud,54-65
796,Femenino,Nutrición,30-41
797,Prefiero no decir,"Desarrollo Personal, Familia",54-65
798,Prefiero no decir,"Nutrición, Salud, Mascotas",42-53
799,Prefiero no decir,"Nutrición, Familia",42-53
800,Femenino,"Mascotas, Familia, Desarrollo Personal",54-65
801,No Binario,Salud,30-41
802,Femenino,"Nutrición, Familia, Mascotas",18-29
803,Masculino,"Salud, Familia, Mascotas",42-53
804,Femenino,"Familia, Bienestar Mental",42-53
805,Femenino,Familia,42-53
806,Masculino,"Nutrición, Desarrollo Personal",18-29
807,No Binario,"Desarrollo Personal, Nutrición",18-29
808,Masculino,"Deportes, Familia",54-65
809,No Binario,Mascotas,54-65
810,Femenino,"Bienestar Mental, Salud, Nutrición",54-65
811,No Binario,"Bienestar Mental, Deportes",30-41
812,No Binario,"Bienestar Mental, Salud",42-53
813,No Binario,Nutrición,30-41
814,Masculino,Familia,30-41
815,Masculino,Familia,42-53
816,No Binario,Salud,18-29
817,No Binario,"Desarrollo Personal, Mascotas",18-29
818,Prefiero no decir,"Bienestar Mental, Salud, Nutrición",54-65
819,Prefiero no decir,"Bienestar Mental, Desarrollo Personal, Mascotas",54-65
820,Masculino,"Salud, Nutrición, Bienestar Mental",42-53
821,Prefiero no decir,"Familia, Mascotas, Bienestar Mental",30-41
822,Masculino,"Deportes, Salud, Desarrollo Personal",42-53
823,Masculino,"Desarrollo Personal, Mascotas",18-29
824,No Binario,"Nutrición, Familia, Salud",30-41
825,Masculino,"Salud, Bienestar Mental",54-65
826,Femenino,"Deportes, Nutrición",42-53
827,Masculino,"Deportes, Bienestar Mental, Salud",42-53
828,Prefiero no decir,Nutrición,18-29
829,No Binario,Nutrición,30-41
830,Femenino,"Familia, Bienestar Mental, Deportes",54-65
831,Femenino,"Bienestar Mental, Desarrollo Personal",18-29
832,Masculino,Nutrición,54-65
833,Masculino,"Salud, Desarrollo Personal",18-29
834,Prefiero no decir,"Desarrollo Personal, Familia, Salud",42-53
835,Prefiero no decir,"Salud, Deportes",18-29
836,Prefiero no decir,"Deportes, Nutrición",42-53
837,Prefiero no decir,"Familia, Deportes, Nutrición",30-41
838,Masculino,"Mascotas, Nutrición, Salud",30-41
839,No Binario,"Salud, Deportes",18-29
840,Masculino,"Deportes, Nutrición, Desarrollo Personal",18-29
841,Femenino,"Nutrición, Salud, Desarrollo Personal",42-53
842,Femenino,"Familia, Deportes, Desarrollo Personal",42-53
843,Prefiero no decir,Nutrición,42-53
844,Prefiero no decir,"Deportes, Mascotas, Familia",42-53
845,Masculino,"Desarrollo Personal, Nutrición, Bienestar Mental",42-53
846,Prefiero no decir,Nutrición,30-41
847,Masculino,"Nutrición, Familia, Mascotas",54-65
848,Prefiero no decir,"Familia, Nutrición, Deportes",30-41
849,Masculino,"Nutrición, Desarrollo Personal",54-65
850,Masculino,"Mascotas, Deportes",18-29
851,Femenino,"Mascotas, Desarrollo Personal, Deportes",42-53
852,No Binario,Mascotas,42-53
853,Prefiero no decir,"Deportes, Familia, Bienestar Mental",18-29
854,Prefiero no decir,"Bienestar Mental, Deportes, Familia",30-41
855,No Binario,"Bienestar Mental, Nutrición, Salud",42-53
856,Femenino,"Deportes, Desarrollo Personal, Mascotas",30-41
857,Femenino,"Nutrición, Salud, Bienestar Mental",30-41
858,Prefiero no decir,Bienestar Mental,30-41
859,No Binario,Bienestar Mental,30-41
860,Femenino,Nutrición,18-29
861,Masculino,Deportes,30-41
862,No Binario,Bienestar Mental,30-41
863,No Binario,"Salud, Familia, Bienestar Mental",42-53
864,Femenino,"Familia, Salud, Bienestar Mental",18-29
865,Prefiero no decir,"Salud, Bienestar Mental",18-29
866,No Binario,Desarrollo Personal,30-41
867,No Binario,"Mascotas, Salud",54-65
868,Prefiero no decir,Bienestar Mental,30-41
869,Prefiero no decir,"Mascotas, Salud",42-53
870,Prefiero no decir,"Deportes, Familia, Salud",30-41
871,Prefiero no decir,"Nutrición, Deportes, Salud",42-53
872,Femenino,"Desarrollo Personal, Mascotas, Salud",42-53
873,Prefiero no decir,Desarrollo Personal,54-65
874,Masculino,"Nutrición, Salud",54-65
875,No Binario,"Salud, Mascotas, Deportes",30-41
876,Prefiero no decir,"Salud, Nutrición",18-29
877,Prefiero no decir,"Mascotas, Bienestar Mental, Deportes",42-53
878,No Binario,"Desarrollo Personal, Mascotas",18-29
879,Masculino,"Bienestar Mental, Familia",42-53
880,Femenino,"Salud, Bienestar Mental, Deportes",18-29
881,Masculino,"Familia, Mascotas",54-65
882,No Binario,"Familia, Bienestar Mental, Desarrollo Personal",42-53
883,Prefiero no decir,"Salud, Bienestar Mental",54-65
884,Femenino,"Salud, Mascotas",42-53
885,Masculino,Salud,54-65
886,Femenino,"Familia, Bienestar Mental",54-65
887,Femenino,"Bienestar Mental, Deportes, Nutrición",42-53
888,Prefiero no decir,"Familia, Nutrición, Mascotas",30-41
889,Masculino,"Bienestar Mental, Deportes, Nutrición",30-41
890,Femenino,"Salud, Bienestar Mental, Familia",42-53
891,Prefiero no decir,"Mascotas, Bienestar Mental",18-29
892,Masculino,"Mascotas, Salud",54-65
893,No Binario,Desarrollo Personal,30-41
894,Prefiero no decir,"Familia, Nutrición",54-65
895,Prefiero no decir,Bienestar Mental,54-65
896,Femenino,"Salud, Familia, Nutrición",18-29
897,Masculino,Nutrición,42-53
898,Femenino,Bienestar Mental,18-29
899,Prefiero no decir,Deportes,30-41
900,Prefiero no decir,"Bienestar Mental, Familia, Mascotas",42-53
901,No Binario,"Bienestar Mental, Deportes, Familia",18-29
902,No Binario,"Salud, Deportes",18-29
903,Prefiero no decir,Desarrollo Personal,18-29
904,Prefiero no decir,"Desarrollo Personal, Mascotas",18-29
905,Masculino,"Desarrollo Personal, Bienestar Mental, Salud",54-65
906,Prefiero no decir,"Bienestar Mental, Deportes",54-65
907,Masculino,"Familia, Desarrollo Personal, Salud",18-29
908,Femenino,"Nutrición, Mascotas",42-53
909,Prefiero no decir,"Mascotas, Salud, Desarrollo Personal",18-29
910,Prefiero no decir,"Familia, Salud",42-53
911,Prefiero no decir,"Deportes, Desarrollo Personal",30-41
912,No Binario,"Deportes, Bienestar Mental",18-29
913,Femenino,"Nutrición, Bienestar Mental, Desarrollo Personal",42-53
914,Femenino,"Desarrollo Personal, Deportes",42-53
915,No Binario,Nutrición,54-65
916,Prefiero no decir,Bienestar Mental,30-41
917,Femenino,"Nutrición, Bienestar Mental, Deportes",30-41
918,Masculino,"Desarrollo Personal, Bienestar Mental, Mascotas",42-53
919,Masculino,Salud,30-41
920,No Binario,Salud,30-41
921,Prefiero no decir,"Desarrollo Personal, Salud",54-65
922,Femenino,"Mascotas, Deportes",30-41
923,No Binario,"Bienestar Mental, Desarrollo Personal, Salud",30-41
924,Femenino,Salud,54-65
925,No Binario,"Familia, Desarrollo Personal",30-41
926,Prefiero no decir,"Mascotas, Salud, Deportes",18-29
927,Masculino,"Desarrollo Personal, Deportes, Familia",18-29
928,Femenino,"Familia, Salud",54-65
929,Masculino,"Nutrición, Desarrollo Personal",30-41
930,Prefiero no decir,Familia,18-29
931,Femenino,"Nutrición, Mascotas",18-29
932,Femenino,"Desarrollo Personal, Familia, Deportes",42-53
933,Masculino,"Desarrollo Personal, Mascotas, Deportes",54-65
934,No Binario,Salud,18-29
935,No Binario,"Desarrollo Personal, Salud, Deportes",18-29
936,Masculino,"Familia, Salud",18-29
937,Masculino,"Nutrición, Mascotas",42-53
938,Femenino,"Familia, Desarrollo Personal",30-41
939,Masculino,Deportes,54-65
940,Femenino,"Bienestar Mental, Mascotas",18-29
941,Femenino,"Desarrollo Personal, Deportes, Familia",30-41
942,No Binario,"Bienestar Mental, Nutrición, Salud",42-53
943,No Binario,Desarrollo Personal,54-65
944,Masculino,"Nutrición, Deportes, Desarrollo Personal",54-65
945,Femenino,Bienestar Mental,30-41
946,No Binario,Familia,54-65
947,Femenino,"Mascotas, Deportes",30-41
948,Masculino,"Deportes, Salud, Bienestar Mental",30-41
949,Femenino,Bienestar Mental,42-53
950,Masculino,"Familia, Nutrición",18-29
951,Prefiero no decir,"Nutrición, Familia, Deportes",30-41
952,Prefiero no decir,Desarrollo Personal,54-65
953,Prefiero no decir,"Desarrollo Personal, Salud, Mascotas",30-41
954,Femenino,"Salud, Deportes, Bienestar Mental",30-41
955,No Binario,"Salud, Mascotas, Deportes",42-53
956,Masculino,"Familia, Mascotas, Nutrición",42-53
